filename,Nose_x,Nose_y,Nose_z,Left Eye Inner_x,Left Eye Inner_y,Left Eye Inner_z,Left Eye_x,Left Eye_y,Left Eye_z,Left Eye Outer_x,Left Eye Outer_y,Left Eye Outer_z,Right Eye Inner_x,Right Eye Inner_y,Right Eye Inner_z,Right Eye_x,Right Eye_y,Right Eye_z,Right Eye Outer_x,Right Eye Outer_y,Right Eye Outer_z,Left Ear_x,Left Ear_y,Left Ear_z,Right Ear_x,Right Ear_y,Right Ear_z,Mouth Left_x,Mouth Left_y,Mouth Left_z,Mouth Right_x,Mouth Right_y,Mouth Right_z,Left Shoulder_x,Left Shoulder_y,Left Shoulder_z,Right Shoulder_x,Right Shoulder_y,Right Shoulder_z,Left Elbow_x,Left Elbow_y,Left Elbow_z,Right Elbow_x,Right Elbow_y,Right Elbow_z,Left Wrist_x,Left Wrist_y,Left Wrist_z,Right Wrist_x,Right Wrist_y,Right Wrist_z,Left Pinky_x,Left Pinky_y,Left Pinky_z,Right Pinky_x,Right Pinky_y,Right Pinky_z,Left Index_x,Left Index_y,Left Index_z,Right Index_x,Right Index_y,Right Index_z,Left Thumb_x,Left Thumb_y,Left Thumb_z,Right Thumb_x,Right Thumb_y,Right Thumb_z,Left Hip_x,Left Hip_y,Left Hip_z,Right Hip_x,Right Hip_y,Right Hip_z,Left Knee_x,Left Knee_y,Left Knee_z,Right Knee_x,Right Knee_y,Right Knee_z,Left Ankle_x,Left Ankle_y,Left Ankle_z,Right Ankle_x,Right Ankle_y,Right Ankle_z,Left Heel_x,Left Heel_y,Left Heel_z,Right Heel_x,Right Heel_y,Right Heel_z,Left Foot Index_x,Left Foot Index_y,Left Foot Index_z,Right Foot Index_x,Right Foot Index_y,Right Foot Index_z
pos_1,-0.02832164615392685,-0.6213874816894531,-0.20189286768436432,-0.022368649020791054,-0.6616613268852234,-0.1875750720500946,-0.021999448537826538,-0.6619840264320374,-0.18702946603298187,-0.022120196372270584,-0.6621679067611694,-0.18745867908000946,-0.05486292019486427,-0.6550468802452087,-0.18660862743854523,-0.054440975189208984,-0.6558344960212708,-0.18748311698436737,-0.05481262505054474,-0.6569584608078003,-0.18676695227622986,0.028362751007080078,-0.6662866473197937,-0.07704386115074158,-0.12223207950592041,-0.6437211632728577,-0.08222454786300659,-0.0036925338208675385,-0.6038185358047485,-0.16145995259284973,-0.04747915267944336,-0.5949308276176453,-0.16182605922222137,0.1431984156370163,-0.49809542298316956,0.003536921925842762,-0.18733198940753937,-0.46624675393104553,-0.0300863366574049,0.17200139164924622,-0.2765427529811859,-0.05290915071964264,-0.17079412937164307,-0.22448600828647614,-0.07750849425792694,0.10913693159818649,-0.20828165113925934,-0.22435466945171356,-0.02468011900782585,-0.18021076917648315,-0.2267647683620453,0.08964212983846664,-0.16729705035686493,-0.2572055160999298,0.032920610159635544,-0.14473527669906616,-0.25920888781547546,0.07708010077476501,-0.1973261535167694,-0.27541986107826233,0.03778741508722305,-0.19129256904125214,-0.2645801901817322,0.09637781977653503,-0.21372437477111816,-0.2320101112127304,-0.005812281277030706,-0.19262516498565674,-0.23166364431381226,0.11216363310813904,-0.002458818256855011,0.002119935117661953,-0.11244502663612366,0.0018366673029959202,-0.0013658294919878244,0.054270919412374496,0.41549351811408997,-0.015904700383543968,-0.03853704780340195,0.4169664978981018,0.0076508731581270695,0.04786097630858421,0.7588594555854797,0.1231997087597847,-0.01383015513420105,0.768568754196167,0.12914685904979706,0.05107209086418152,0.8028343319892883,0.12613964080810547,-0.011743821203708649,0.8143525123596191,0.1321473866701126,0.06001657247543335,0.8653475046157837,-0.0034569576382637024,-0.012825120240449905,0.8771824836730957,-0.004864645656198263
pos_1,-0.017439469695091248,-0.6186894774436951,-0.19978748261928558,-0.01190277747809887,-0.6590479016304016,-0.18606191873550415,-0.011516818776726723,-0.6594094038009644,-0.18539102375507355,-0.011615697294473648,-0.659522533416748,-0.18591293692588806,-0.0440618172287941,-0.6524942517280579,-0.18495206534862518,-0.043666549026966095,-0.6532473564147949,-0.18579557538032532,-0.04398910701274872,-0.6543673276901245,-0.18510012328624725,0.037937261164188385,-0.6642136573791504,-0.07700318098068237,-0.1106715276837349,-0.6425008773803711,-0.08171211183071136,0.006665341556072235,-0.6013203859329224,-0.15988105535507202,-0.036546703428030014,-0.5925858616828918,-0.16006647050380707,0.14876189827919006,-0.4963279664516449,-0.0006954548880457878,-0.182742178440094,-0.4706645905971527,-0.02760576643049717,0.1670159250497818,-0.28100132942199707,-0.06308446079492569,-0.1999877691268921,-0.23458458483219147,-0.07554222643375397,0.14156310260295868,-0.20753344893455505,-0.25006338953971863,-0.038964807987213135,-0.15580078959465027,-0.22085298597812653,0.13417492806911469,-0.16350477933883667,-0.2884973883628845,0.024822158738970757,-0.1090581864118576,-0.25194793939590454,0.12322324514389038,-0.189389169216156,-0.3086901307106018,0.03853827714920044,-0.15435130894184113,-0.25890684127807617,0.13211841881275177,-0.21058636903762817,-0.2595055103302002,-0.015303608030080795,-0.1652219593524933,-0.22611159086227417,0.11395765095949173,-0.0022365774493664503,0.00022698845714330673,-0.11422287672758102,0.0016207010485231876,0.0005320811178535223,0.06292833387851715,0.41107311844825745,-0.03336089104413986,-0.032322343438863754,0.4121071398258209,0.0019384026527404785,0.062334176152944565,0.7481337189674377,0.12764820456504822,-0.0019011013209819794,0.7521313428878784,0.13923072814941406,0.06573169678449631,0.7915334105491638,0.13283763825893402,0.0010707415640354156,0.7965853214263916,0.14452096819877625,0.06702595949172974,0.8628912568092346,0.00041919201612472534,0.005095835775136948,0.8658667802810669,0.004663659725338221
pos_1,-0.013641273602843285,-0.6164861917495728,-0.23560698330402374,-0.0084029920399189,-0.6558085680007935,-0.2198157012462616,-0.008032292127609253,-0.6561543345451355,-0.21923436224460602,-0.008091911673545837,-0.6564443111419678,-0.2196195423603058,-0.04074070230126381,-0.6489638686180115,-0.22003857791423798,-0.04028252139687538,-0.6497719883918762,-0.2208826094865799,-0.040640246123075485,-0.6509360074996948,-0.2202393114566803,0.039326075464487076,-0.6569709181785583,-0.10746926069259644,-0.10899806022644043,-0.6340515613555908,-0.11813823133707047,0.009776098653674126,-0.597662627696991,-0.19552092254161835,-0.03360762447118759,-0.588854968547821,-0.1974637806415558,0.1468965858221054,-0.4874962866306305,-0.029073219746351242,-0.1803015172481537,-0.45843270421028137,-0.06334519386291504,0.17178936302661896,-0.26952600479125977,-0.06986749917268753,-0.1823253631591797,-0.21434517204761505,-0.07744942605495453,0.09975260496139526,-0.1575486809015274,-0.23145635426044464,-0.03048364818096161,-0.10851529240608215,-0.20065970718860626,0.08051888644695282,-0.10025571286678314,-0.2678920030593872,0.027838800102472305,-0.05423784255981445,-0.23119986057281494,0.0585489496588707,-0.1252860277891159,-0.2864282727241516,0.03974950686097145,-0.09701572358608246,-0.24405840039253235,0.08330083638429642,-0.15720690786838531,-0.2392418086528778,-0.008786036632955074,-0.11554742604494095,-0.20774021744728088,0.11144888401031494,-0.0027518202550709248,0.006372522562742233,-0.11173468828201294,0.002109821420162916,-0.005408142693340778,0.06394417583942413,0.41312506794929504,-0.01681210845708847,-0.030411802232265472,0.4082183539867401,0.005727051757276058,0.06865032762289047,0.7635759711265564,0.1063384860754013,0.0032407529652118683,0.7568289041519165,0.12187188118696213,0.07322787493467331,0.807649552822113,0.10834689438343048,0.007182396948337555,0.8022297024726868,0.12457631528377533,0.08704178035259247,0.8694003820419312,-0.022401481866836548,0.023454081267118454,0.8670118451118469,-0.01053820364177227
pos_1,-0.024064384400844574,-0.6121662855148315,-0.18161441385746002,-0.023067330941557884,-0.6510172486305237,-0.16726942360401154,-0.022669486701488495,-0.6514159440994263,-0.16675733029842377,-0.02290605567395687,-0.6518054604530334,-0.16676495969295502,-0.05473647266626358,-0.6427042484283447,-0.16870641708374023,-0.054266251623630524,-0.6435322165489197,-0.16938529908657074,-0.054670363664627075,-0.6447536945343018,-0.16886276006698608,0.018775727599859238,-0.6572957038879395,-0.056708306074142456,-0.12501440942287445,-0.6297653317451477,-0.0737222209572792,-0.0008412469178438187,-0.5959019064903259,-0.14061234891414642,-0.04303417354822159,-0.5861032605171204,-0.14455094933509827,0.12540097534656525,-0.5074386596679688,0.02775084599852562,-0.17920777201652527,-0.45522505044937134,-0.03689820319414139,0.14659300446510315,-0.29547396302223206,0.021564260125160217,-0.19002507627010345,-0.19080765545368195,-0.04383191093802452,0.13812637329101562,-0.19369883835315704,-0.11841239035129547,-0.050078704953193665,-0.06368090212345123,-0.13827750086784363,0.13793602585792542,-0.14076955616474152,-0.15361344814300537,-0.0028565307147800922,-0.007664490956813097,-0.16473227739334106,0.11663668602705002,-0.1616005152463913,-0.17691338062286377,0.015062374994158745,-0.04620541259646416,-0.17539522051811218,0.12675034999847412,-0.19228628277778625,-0.12884828448295593,-0.02704600989818573,-0.06833431869745255,-0.14340418577194214,0.10846296697854996,-0.0017752868589013815,0.012311539612710476,-0.1087472066283226,0.0012008496560156345,-0.011040247976779938,0.05388759821653366,0.41699033975601196,-0.02643287368118763,-0.04197349026799202,0.4017641842365265,-0.022159256041049957,0.05584496632218361,0.784808874130249,0.05145253613591194,-0.023369666188955307,0.7618245482444763,0.04869922623038292,0.059498995542526245,0.8302012085914612,0.05074160546064377,-0.021872147917747498,0.8080936670303345,0.04806771129369736,0.07443544268608093,0.8933190703392029,-0.0741506889462471,-0.014893285930156708,0.8734508156776428,-0.07808501273393631
pos_1,-0.034827787429094315,-0.5990143418312073,-0.2852722704410553,-0.031091254204511642,-0.6379183530807495,-0.270951509475708,-0.03071809746325016,-0.6383156776428223,-0.2703793942928314,-0.030944280326366425,-0.6386989951133728,-0.2704305946826935,-0.06339800357818604,-0.6309441328048706,-0.2702897787094116,-0.06292752921581268,-0.6317330002784729,-0.27116677165031433,-0.06331245601177216,-0.6329874396324158,-0.2705644965171814,0.01908828690648079,-0.6397942900657654,-0.16068822145462036,-0.1264658123254776,-0.6183031797409058,-0.16816920042037964,-0.00929337739944458,-0.5809115767478943,-0.24539592862129211,-0.052019886672496796,-0.5728785395622253,-0.24645645916461945,0.12799766659736633,-0.48347073793411255,-0.06255225837230682,-0.18099376559257507,-0.44154003262519836,-0.11353833973407745,0.14119145274162292,-0.26483044028282166,-0.038420937955379486,-0.1955532431602478,-0.17834033071994781,-0.09933546930551529,0.11383433640003204,-0.13182920217514038,-0.15289752185344696,-0.04985668882727623,-0.05146871879696846,-0.1986870914697647,0.10727240890264511,-0.07408488541841507,-0.1815023422241211,0.0008935263613238931,0.0027166837826371193,-0.2284073829650879,0.08893465995788574,-0.09440407156944275,-0.20707446336746216,0.01994169130921364,-0.03989621251821518,-0.23969028890132904,0.10217654705047607,-0.12930166721343994,-0.1627955585718155,-0.025909218937158585,-0.058241140097379684,-0.20420725643634796,0.11002855747938156,0.00047451816499233246,0.007292265072464943,-0.11053112894296646,-0.0011939494870603085,-0.006031503435224295,0.0528598316013813,0.41738879680633545,-0.018359895795583725,-0.045268282294273376,0.39926695823669434,-0.010160630568861961,0.058685578405857086,0.7781714797019958,0.07911434024572372,-0.022689715027809143,0.7511067390441895,0.08023153245449066,0.062183916568756104,0.8232530951499939,0.07928984612226486,-0.020878858864307404,0.797262966632843,0.08091763406991959,0.07218677550554276,0.8860979080200195,-0.046636149287223816,-0.016013480722904205,0.8642184734344482,-0.049553267657756805
pos_1,-0.03691612556576729,-0.6075934767723083,-0.23961099982261658,-0.03263981640338898,-0.6473423838615417,-0.22674503922462463,-0.03231015428900719,-0.6476874947547913,-0.2261628359556198,-0.032431766390800476,-0.64798504114151,-0.2263386845588684,-0.0645170733332634,-0.6399367451667786,-0.2249475121498108,-0.06409596651792526,-0.6407505869865417,-0.22577787935733795,-0.06447909772396088,-0.6419244408607483,-0.22511960566043854,0.019535113126039505,-0.6532843112945557,-0.1197672188282013,-0.12577186524868011,-0.6301453709602356,-0.1220516636967659,-0.011023538187146187,-0.5908450484275818,-0.2004774808883667,-0.05357574298977852,-0.5821351408958435,-0.20005401968955994,0.13356250524520874,-0.49828431010246277,-0.038174599409103394,-0.18566009402275085,-0.4602147936820984,-0.06254313141107559,0.14629104733467102,-0.2773362994194031,-0.04287094622850418,-0.2002166360616684,-0.19876223802566528,-0.05905904993414879,0.10190533101558685,-0.13310615718364716,-0.17142246663570404,-0.06685934960842133,-0.054261501878499985,-0.17086298763751984,0.09140849113464355,-0.06865762174129486,-0.20319105684757233,-0.018236545845866203,0.006489272229373455,-0.20080648362636566,0.06875447183847427,-0.08698567748069763,-0.2280910760164261,0.0011015046620741487,-0.029035106301307678,-0.21600094437599182,0.08761505782604218,-0.12833325564861298,-0.1812094748020172,-0.04301014542579651,-0.05623260512948036,-0.17851413786411285,0.11323107779026031,0.00020913267508149147,-0.0026575010269880295,-0.11368424445390701,-0.0008562831208109856,0.003697190899401903,0.05676902085542679,0.4150082468986511,-0.017757056280970573,-0.04735497012734413,0.40184906125068665,0.01028158888220787,0.06712073087692261,0.7682770490646362,0.10620559751987457,-0.015684086829423904,0.7499850392341614,0.12534651160240173,0.0702531710267067,0.8123030662536621,0.10848566889762878,-0.01341453567147255,0.7950918078422546,0.12851977348327637,0.07055213302373886,0.8778429627418518,-0.0203770250082016,-0.018382027745246887,0.8613779544830322,-0.002025899477303028
pos_1,-0.03127935528755188,-0.602715015411377,-0.2591765522956848,-0.0296083465218544,-0.642350971698761,-0.24557200074195862,-0.029233574867248535,-0.6426751613616943,-0.24495862424373627,-0.02936684526503086,-0.643059253692627,-0.24505221843719482,-0.061527419835329056,-0.6335006356239319,-0.24354353547096252,-0.061061445623636246,-0.6343206167221069,-0.2443915456533432,-0.061342500150203705,-0.6355516314506531,-0.2437092661857605,0.02425508201122284,-0.6468784213066101,-0.13868632912635803,-0.11930180341005325,-0.6178975105285645,-0.1387423723936081,-0.003046564757823944,-0.5854088664054871,-0.22039657831192017,-0.04521114379167557,-0.5751539468765259,-0.21936063468456268,0.13974957168102264,-0.4824066162109375,-0.04708591476082802,-0.16809828579425812,-0.44972383975982666,-0.08338355273008347,0.13713710010051727,-0.25553959608078003,-0.033459581434726715,-0.20526504516601562,-0.18937784433364868,-0.08040638267993927,0.09601645916700363,-0.0925772562623024,-0.14404059946537018,-0.09018014371395111,-0.04564880207180977,-0.19609493017196655,0.08581560105085373,-0.02260100468993187,-0.17292740941047668,-0.04584154486656189,0.015735263004899025,-0.22663018107414246,0.06456156820058823,-0.035825639963150024,-0.196570485830307,-0.025388354435563087,-0.01694498583674431,-0.2407267689704895,0.08234900236129761,-0.08480647951364517,-0.15328721702098846,-0.0666046068072319,-0.04613564535975456,-0.20316371321678162,0.11080267280340195,0.0032940004020929337,0.007759217172861099,-0.11121879518032074,-0.003952399827539921,-0.006622648797929287,0.05453609675168991,0.4220694899559021,-0.005117994733154774,-0.0494006872177124,0.40060874819755554,-0.005403675138950348,0.05957837775349617,0.7896398305892944,0.09310460835695267,-0.018362250179052353,0.759953498840332,0.09039703011512756,0.06281479448080063,0.8344520926475525,0.09250533580780029,-0.015744144096970558,0.8055016398429871,0.09175509214401245,0.07717826217412949,0.8926721811294556,-0.038533419370651245,-0.013713277876377106,0.8721228241920471,-0.039046429097652435
pos_1,-0.03423279523849487,-0.5962328314781189,-0.27961215376853943,-0.03254443034529686,-0.6354511380195618,-0.26568540930747986,-0.032218072563409805,-0.6357889771461487,-0.2650485634803772,-0.032332535833120346,-0.6362013220787048,-0.265165239572525,-0.06449587643146515,-0.627467930316925,-0.2652888894081116,-0.06403087079524994,-0.6283316612243652,-0.2661213278770447,-0.0643596351146698,-0.6295774579048157,-0.2654113471508026,0.016432024538517,-0.6378456950187683,-0.15531928837299347,-0.12649595737457275,-0.611649215221405,-0.1633911430835724,-0.008563157171010971,-0.5781649947166443,-0.23935498297214508,-0.05046088621020317,-0.5686821937561035,-0.24048569798469543,0.12428711354732513,-0.4743969738483429,-0.051871974021196365,-0.17283234000205994,-0.4441388249397278,-0.09974973648786545,0.13334959745407104,-0.24260056018829346,-0.012437684461474419,-0.2125617265701294,-0.18633869290351868,-0.0937652438879013,0.11621515452861786,-0.05916672945022583,-0.11094275116920471,-0.10194450616836548,-0.05671931430697441,-0.21734756231307983,0.1130610853433609,0.01671651192009449,-0.13654443621635437,-0.05702618882060051,0.00022469181567430496,-0.24908803403377533,0.09256239235401154,0.008816616609692574,-0.1636948436498642,-0.03846171125769615,-0.032485079020261765,-0.2631511390209198,0.10396634787321091,-0.04828266054391861,-0.12137433141469955,-0.07925814390182495,-0.05851307883858681,-0.2245674580335617,0.10839392989873886,0.0020515616051852703,0.013390397652983665,-0.108706533908844,-0.002720174379646778,-0.012150300666689873,0.05187821388244629,0.42675697803497314,-0.007260013837367296,-0.053418926894664764,0.40582579374313354,-0.01718820072710514,0.05648777633905411,0.79147869348526,0.09516637772321701,-0.02435537427663803,0.766505777835846,0.08274795114994049,0.059917934238910675,0.8356858491897583,0.09524326771497726,-0.020710263401269913,0.8121559619903564,0.08416807651519775,0.0786714255809784,0.8921338319778442,-0.03292466700077057,-0.002347860485315323,0.8761448860168457,-0.04996555671095848
pos_1,-0.035531189292669296,-0.6126002669334412,-0.23457804322242737,-0.03244154900312424,-0.6525580286979675,-0.22167783975601196,-0.03211551904678345,-0.6528675556182861,-0.2210778445005417,-0.03219424933195114,-0.653182864189148,-0.2213132381439209,-0.06415445357561111,-0.6456496119499207,-0.22170275449752808,-0.06372296810150146,-0.6465480923652649,-0.22255758941173553,-0.06403288245201111,-0.6477388739585876,-0.22182336449623108,0.013696558773517609,-0.6568623781204224,-0.11271563172340393,-0.12903501093387604,-0.6348687410354614,-0.12253597378730774,-0.012102090753614902,-0.5948190093040466,-0.19433081150054932,-0.053779929876327515,-0.5864403247833252,-0.19583700597286224,0.118084616959095,-0.4937460124492645,-0.018582889810204506,-0.1813497245311737,-0.4685652554035187,-0.05648735538125038,0.12869147956371307,-0.26024797558784485,0.007546389941126108,-0.21883490681648254,-0.20860888063907623,-0.0631440132856369,0.11887050420045853,-0.07447389513254166,-0.11365784704685211,-0.1122656762599945,-0.07475962489843369,-0.20654459297657013,0.11831148713827133,0.0023816563189029694,-0.14337579905986786,-0.06853704154491425,-0.01615770533680916,-0.24074049293994904,0.09834364801645279,-0.005012184381484985,-0.17303000390529633,-0.050328824669122696,-0.046401429921388626,-0.25578558444976807,0.10681760311126709,-0.06359180808067322,-0.12565748393535614,-0.08990564197301865,-0.0752926841378212,-0.21455378830432892,0.10971145331859589,0.0015907888300716877,0.0037371981889009476,-0.10994293540716171,-0.002260531298816204,-0.0026405821554362774,0.04677167534828186,0.42288264632225037,-0.015255602076649666,-0.05882846936583519,0.4099680185317993,-0.010149491019546986,0.054220885038375854,0.7788137197494507,0.11657846719026566,-0.026445064693689346,0.7660456299781799,0.11060398072004318,0.05663326382637024,0.822667121887207,0.11902515590190887,-0.023043937981128693,0.8110160231590271,0.11417059600353241,0.061588943004608154,0.884425163269043,-0.012259349226951599,-0.016015224158763885,0.8741655349731445,-0.023024026304483414
pos_1,-0.03229672834277153,-0.6138261556625366,-0.2186785638332367,-0.02845751866698265,-0.6533156037330627,-0.2043699473142624,-0.028143638744950294,-0.6536138653755188,-0.2037113755941391,-0.028250165283679962,-0.6538706421852112,-0.20408165454864502,-0.06011740863323212,-0.6468685269355774,-0.2050427347421646,-0.05971403419971466,-0.6478015780448914,-0.2058856189250946,-0.05998247489333153,-0.6489502191543579,-0.20511648058891296,0.016292769461870193,-0.656084418296814,-0.09401077032089233,-0.12722159922122955,-0.6359084248542786,-0.10651157796382904,-0.009862041100859642,-0.5953646898269653,-0.17811277508735657,-0.05177522450685501,-0.5875292420387268,-0.18048448860645294,0.11671464145183563,-0.49170663952827454,0.002067006193101406,-0.18340511620044708,-0.46537846326828003,-0.050831668078899384,0.13635656237602234,-0.2590031921863556,0.019901519641280174,-0.22310736775398254,-0.20160511136054993,-0.05980510264635086,0.15076811611652374,-0.07480225712060928,-0.11889026314020157,-0.11061681061983109,-0.07121507823467255,-0.1915733367204666,0.15901389718055725,0.00035776570439338684,-0.15110933780670166,-0.0626850426197052,-0.014332164078950882,-0.22386598587036133,0.14024750888347626,-0.0032164743170142174,-0.1819826364517212,-0.04578562453389168,-0.045524757355451584,-0.2393578141927719,0.1409856677055359,-0.06238856911659241,-0.13227684795856476,-0.08798982203006744,-0.07229623943567276,-0.19936254620552063,0.10879381000995636,0.00020236801356077194,0.014225688762962818,-0.10910305380821228,-0.0007572737522423267,-0.013232636265456676,0.05358830466866493,0.4244975745677948,-0.0013337491545826197,-0.04990459978580475,0.4123423099517822,-0.025108223780989647,0.04909883439540863,0.7768246531486511,0.14236748218536377,-0.0324673093855381,0.7691279649734497,0.106536366045475,0.05095477029681206,0.8208844661712646,0.14525461196899414,-0.030273020267486572,0.81430584192276,0.11100779473781586,0.06461422145366669,0.8887552618980408,0.012554563581943512,-0.01449308916926384,0.8794281482696533,-0.035289715975522995
